distance_to_obstacle,obstacle_width,obstacle_height,game_speed,action
455,17,35,7.54,False
449,17,35,7.54,False
444,17,35,7.54,False
438,17,35,7.54,False
433,17,35,7.54,False
427,17,35,7.54,False
422,17,35,7.54,False
416,17,35,7.54,False
411,17,35,7.54,False
405,17,35,7.55,False
400,17,35,7.55,False
394,17,35,7.55,False
388,17,35,7.55,False
383,17,35,7.55,False
378,17,35,7.55,False
372,17,35,7.55,False
366,17,35,7.55,False
360,17,35,7.55,False
355,17,35,7.55,False
350,17,35,7.56,False
343,17,35,7.56,False
338,17,35,7.56,False
332,17,35,7.56,False
327,17,35,7.56,False
321,17,35,7.56,False
316,17,35,7.56,False
311,17,35,7.56,False
305,17,35,7.56,False
301,17,35,7.56,False
295,17,35,7.57,False
288,17,35,7.57,False
283,17,35,7.57,False
277,17,35,7.57,False
272,17,35,7.57,False
266,17,35,7.57,False
261,17,35,7.57,False
254,17,35,7.57,False
249,17,35,7.57,False
243,17,35,7.57,False
238,17,35,7.58,False
231,17,35,7.58,False
227,17,35,7.58,False
221,17,35,7.58,False
215,17,35,7.58,False
210,17,35,7.58,False
204,17,35,7.58,False
198,17,35,7.58,False
193,17,35,7.58,False
187,17,35,7.58,False
181,17,35,7.59,False
176,17,35,7.59,False
171,17,35,7.59,False
164,17,35,7.59,False
159,17,35,7.59,False
159,17,35,7.59,True
516,17,35,7.63,False
510,17,35,7.63,False
505,17,35,7.63,False
499,17,35,7.64,False
493,17,35,7.64,False
488,17,35,7.64,False
481,17,35,7.64,False
476,17,35,7.64,False
470,17,35,7.64,False
464,17,35,7.64,False
459,17,35,7.64,False
453,17,35,7.64,False
448,17,35,7.64,False
442,17,35,7.65,False
436,17,35,7.65,False
431,17,35,7.65,False
425,17,35,7.65,False
420,17,35,7.65,False
414,17,35,7.65,False
408,17,35,7.65,False
402,17,35,7.65,False
396,17,35,7.65,False
391,17,35,7.65,False
385,17,35,7.66,False
380,17,35,7.66,False
374,17,35,7.66,False
369,17,35,7.66,False
363,17,35,7.66,False
357,17,35,7.66,False
352,17,35,7.66,False
347,17,35,7.66,False
341,17,35,7.66,False
335,17,35,7.66,False
330,17,35,7.67,False
324,17,35,7.67,False
319,17,35,7.67,False
314,17,35,7.67,False
308,17,35,7.67,False
302,17,35,7.67,False
297,17,35,7.67,False
291,17,35,7.67,False
285,17,35,7.67,False
280,17,35,7.67,False
275,17,35,7.68,False
269,17,35,7.68,False
263,17,35,7.68,False
258,17,35,7.68,False
252,17,35,7.68,False
247,17,35,7.68,False
241,17,35,7.68,False
236,17,35,7.68,False
230,17,35,7.68,False
224,17,35,7.68,False
218,17,35,7.69,False
212,17,35,7.69,False
207,17,35,7.69,False
201,17,35,7.69,False
196,17,35,7.69,False
190,17,35,7.69,False
184,17,35,7.69,False
179,17,35,7.69,False
172,17,35,7.69,False
167,17,35,7.69,False
161,17,35,7.7,False
154,17,35,7.7,False
149,17,35,7.7,False
143,17,35,7.7,False
138,17,35,7.7,False
133,17,35,7.7,False
133,17,35,7.7,True
519,17,35,7.74,False
513,17,35,7.74,False
507,17,35,7.74,False
500,17,35,7.74,False
495,17,35,7.74,False
489,17,35,7.74,False
483,17,35,7.75,False
478,17,35,7.75,False
472,17,35,7.75,False
467,17,35,7.75,False
460,17,35,7.75,False
455,17,35,7.75,False
449,17,35,7.75,False
443,17,35,7.75,False
438,17,35,7.75,False
432,17,35,7.75,False
425,17,35,7.76,False
420,17,35,7.76,False
413,17,35,7.76,False
407,17,35,7.76,False
402,17,35,7.76,False
397,17,35,7.76,False
390,17,35,7.76,False
385,17,35,7.76,False
379,17,35,7.76,False
373,17,35,7.76,False
368,17,35,7.77,False
362,17,35,7.77,False
356,17,35,7.77,False
351,17,35,7.77,False
344,17,35,7.77,False
339,17,35,7.77,False
334,17,35,7.77,False
327,17,35,7.77,False
322,17,35,7.77,False
317,17,35,7.77,False
311,17,35,7.78,False
306,17,35,7.78,False
300,17,35,7.78,False
294,17,35,7.78,False
288,17,35,7.78,False
282,17,35,7.78,False
276,17,35,7.78,False
270,17,35,7.78,False
265,17,35,7.78,False
260,17,35,7.78,False
253,17,35,7.79,False
247,17,35,7.79,False
241,17,35,7.79,False
235,17,35,7.79,False
230,17,35,7.79,False
224,17,35,7.79,False
218,17,35,7.79,False
212,17,35,7.79,False
207,17,35,7.79,False
201,17,35,7.79,False
195,17,35,7.8,False
190,17,35,7.8,False
183,17,35,7.8,False
178,17,35,7.8,False
172,17,35,7.8,False
167,17,35,7.8,False
161,17,35,7.8,False
155,17,35,7.8,False
155,17,35,7.8,True
142,17,35,7.84,False
142,17,35,7.84,True
146,17,35,7.89,False
146,17,35,7.89,True
525,17,35,7.93,False
519,17,35,7.93,False
513,17,35,7.93,False
507,17,35,7.93,False
501,17,35,7.93,False
495,17,35,7.93,False
490,17,35,7.93,False
484,17,35,7.93,False
478,17,35,7.94,False
472,17,35,7.94,False
466,17,35,7.94,False
460,17,35,7.94,False
454,17,35,7.94,False
448,17,35,7.94,False
442,17,35,7.94,False
436,17,35,7.94,False
430,17,35,7.94,False
424,17,35,7.94,False
418,17,35,7.95,False
412,17,35,7.95,False
406,17,35,7.95,False
400,17,35,7.95,False
394,17,35,7.95,False
388,17,35,7.95,False
382,17,35,7.95,False
376,17,35,7.95,False
371,17,35,7.95,False
366,17,35,7.95,False
360,17,35,7.96,False
354,17,35,7.96,False
348,17,35,7.96,False
342,17,35,7.96,False
336,17,35,7.96,False
330,17,35,7.96,False
325,17,35,7.96,False
319,17,35,7.96,False
313,17,35,7.96,False
307,17,35,7.96,False
301,17,35,7.97,False
295,17,35,7.97,False
290,17,35,7.97,False
284,17,35,7.97,False
278,17,35,7.97,False
272,17,35,7.97,False
266,17,35,7.97,False
260,17,35,7.97,False
254,17,35,7.97,False
249,17,35,7.97,False
243,17,35,7.98,False
237,17,35,7.98,False
231,17,35,7.98,False
225,17,35,7.98,False
220,17,35,7.98,False
214,17,35,7.98,False
209,17,35,7.98,False
202,17,35,7.98,False
197,17,35,7.98,False
191,17,35,7.98,False
184,17,35,7.99,False
179,17,35,7.99,False
172,17,35,7.99,False
167,17,35,7.99,False
167,17,35,7.99,True
523,17,35,8.03,False
518,17,35,8.03,False
511,17,35,8.03,False
506,17,35,8.03,False
499,17,35,8.04,False
493,17,35,8.04,False
487,17,35,8.04,False
482,17,35,8.04,False
475,17,35,8.04,False
469,17,35,8.04,False
463,17,35,8.04,False
456,17,35,8.04,False
451,17,35,8.04,False
445,17,35,8.04,False
439,17,35,8.05,False
433,17,35,8.05,False
427,17,35,8.05,False
422,17,35,8.05,False
415,17,35,8.05,False
409,17,35,8.05,False
403,17,35,8.05,False
397,17,35,8.05,False
391,17,35,8.05,False
385,17,35,8.05,False
379,17,35,8.06,False
373,17,35,8.06,False
367,17,35,8.06,False
361,17,35,8.06,False
355,17,35,8.06,False
349,17,35,8.06,False
343,17,35,8.06,False
338,17,35,8.06,False
332,17,35,8.06,False
326,17,35,8.06,False
320,17,35,8.07,False
315,17,35,8.07,False
308,17,35,8.07,False
302,17,35,8.07,False
296,17,35,8.07,False
291,17,35,8.07,False
283,17,35,8.07,False
278,17,35,8.07,False
271,17,35,8.07,False
265,17,35,8.07,False
259,17,35,8.08,False
254,17,35,8.08,False
248,17,35,8.08,False
242,17,35,8.08,False
236,17,35,8.08,False
230,17,35,8.08,False
224,17,35,8.08,False
218,17,35,8.08,False
212,17,35,8.08,False
205,17,35,8.08,False
200,17,35,8.09,False
194,17,35,8.09,False
188,17,35,8.09,False
183,17,35,8.09,False
183,17,35,8.09,True
529,17,35,8.13,False
523,17,35,8.13,False
517,17,35,8.13,False
511,17,35,8.13,False
505,17,35,8.14,False
498,17,35,8.14,False
493,17,35,8.14,False
485,17,35,8.14,False
480,17,35,8.14,False
474,17,35,8.14,False
469,17,35,8.14,False
462,17,35,8.14,False
456,17,35,8.14,False
451,17,35,8.14,False
445,17,35,8.15,False
438,17,35,8.15,False
433,17,35,8.15,False
427,17,35,8.15,False
421,17,35,8.15,False
415,17,35,8.15,False
409,17,35,8.15,False
403,17,35,8.15,False
397,17,35,8.15,False
391,17,35,8.15,False
384,17,35,8.16,False
379,17,35,8.16,False
373,17,35,8.16,False
366,17,35,8.16,False
361,17,35,8.16,False
354,17,35,8.16,False
348,17,35,8.16,False
342,17,35,8.16,False
336,17,35,8.16,False
329,17,35,8.16,False
323,17,35,8.17,False
316,17,35,8.17,False
311,17,35,8.17,False
304,17,35,8.17,False
298,17,35,8.17,False
292,17,35,8.17,False
286,17,35,8.17,False
280,17,35,8.17,False
273,17,35,8.17,False
268,17,35,8.17,False
261,17,35,8.18,False
256,17,35,8.18,False
250,17,35,8.18,False
244,17,35,8.18,False
238,17,35,8.18,False
232,17,35,8.18,False
226,17,35,8.18,False
220,17,35,8.18,False
214,17,35,8.18,False
207,17,35,8.18,False
201,17,35,8.19,False
195,17,35,8.19,False
189,17,35,8.19,False
184,17,35,8.19,False
177,17,35,8.19,False
171,17,35,8.19,False
165,17,35,8.19,False
165,17,35,8.19,True
216,17,35,8.23,False
211,17,35,8.23,False
205,17,35,8.24,False
199,17,35,8.24,False
194,17,35,8.24,False
188,17,35,8.24,False
181,17,35,8.24,False
181,17,35,8.24,True
529,17,35,8.28,False
523,17,35,8.28,False
517,17,35,8.28,False
511,17,35,8.29,False
504,17,35,8.29,False
498,17,35,8.29,False
492,17,35,8.29,False
485,17,35,8.29,False
479,17,35,8.29,False
473,17,35,8.29,False
466,17,35,8.29,False
461,17,35,8.29,False
454,17,35,8.29,False
448,17,35,8.3,False
443,17,35,8.3,False
437,17,35,8.3,False
430,17,35,8.3,False
425,17,35,8.3,False
419,17,35,8.3,False
412,17,35,8.3,False
407,17,35,8.3,False
400,17,35,8.3,False
394,17,35,8.3,False
388,17,35,8.31,False
382,17,35,8.31,False
376,17,35,8.31,False
370,17,35,8.31,False
365,17,35,8.31,False
358,17,35,8.31,False
351,17,35,8.31,False
345,17,35,8.31,False
340,17,35,8.31,False
333,17,35,8.31,False
327,17,35,8.32,False
321,17,35,8.32,False
315,17,35,8.32,False
309,17,35,8.32,False
303,17,35,8.32,False
297,17,35,8.32,False
291,17,35,8.32,False
286,17,35,8.32,False
278,17,35,8.32,False
273,17,35,8.32,False
267,17,35,8.33,False
261,17,35,8.33,False
255,17,35,8.33,False
249,17,35,8.33,False
243,17,35,8.33,False
237,17,35,8.33,False
231,17,35,8.33,False
225,17,35,8.33,False
218,17,35,8.33,False
212,17,35,8.33,False
206,17,35,8.34,False
200,17,35,8.34,False
194,17,35,8.34,False
187,17,35,8.34,False
182,17,35,8.34,False
174,17,35,8.34,False
169,17,35,8.34,False
169,17,35,8.34,True
520,17,35,8.38,False
515,17,35,8.38,False
509,17,35,8.38,False
501,17,35,8.38,False
495,17,35,8.39,False
488,17,35,8.39,False
483,17,35,8.39,False
476,17,35,8.39,False
470,17,35,8.39,False
463,17,35,8.39,False
457,17,35,8.39,False
450,17,35,8.39,False
444,17,35,8.39,False
438,17,35,8.39,False
433,17,35,8.4,False
426,17,35,8.4,False
420,17,35,8.4,False
415,17,35,8.4,False
408,17,35,8.4,False
402,17,35,8.4,False
395,17,35,8.4,False
389,17,35,8.4,False
382,17,35,8.4,False
376,17,35,8.4,False
370,17,35,8.41,False
364,17,35,8.41,False
358,17,35,8.41,False
352,17,35,8.41,False
346,17,35,8.41,False
339,17,35,8.41,False
333,17,35,8.41,False
327,17,35,8.41,False
321,17,35,8.41,False
314,17,35,8.41,False
308,17,35,8.42,False
302,17,35,8.42,False
296,17,35,8.42,False
289,17,35,8.42,False
283,17,35,8.42,False
276,17,35,8.42,False
270,17,35,8.42,False
263,17,35,8.42,False
257,17,35,8.42,False
251,17,35,8.42,False
245,17,35,8.43,False
238,17,35,8.43,False
233,17,35,8.43,False
226,17,35,8.43,False
221,17,35,8.43,False
215,17,35,8.43,False
208,17,35,8.43,False
202,17,35,8.43,False
196,17,35,8.43,False
190,17,35,8.43,False
184,17,35,8.44,False
184,17,35,8.44,True
196,17,35,8.48,False
190,17,35,8.48,False
184,17,35,8.48,False
177,17,35,8.48,False
170,17,35,8.48,False
165,17,35,8.48,False
159,17,35,8.48,False
159,17,35,8.49,True
152,17,35,8.53,False
145,17,35,8.53,False
140,17,35,8.53,False
132,17,35,8.53,False
132,17,35,8.53,True
490,17,35,8.57,False
484,17,35,8.57,False
477,17,35,8.57,False
471,17,35,8.57,False
465,17,35,8.58,False
458,17,35,8.58,False
452,17,35,8.58,False
446,17,35,8.58,False
439,17,35,8.58,False
432,17,35,8.58,False
426,17,35,8.58,False
420,17,35,8.58,False
414,17,35,8.58,False
407,17,35,8.58,False
401,17,35,8.59,False
394,17,35,8.59,False
388,17,35,8.59,False
381,17,35,8.59,False
375,17,35,8.59,False
368,17,35,8.59,False
362,17,35,8.59,False
355,17,35,8.59,False
349,17,35,8.59,False
343,17,35,8.59,False
336,17,35,8.6,False
329,17,35,8.6,False
324,17,35,8.6,False
316,17,35,8.6,False
310,17,35,8.6,False
303,17,35,8.6,False
297,17,35,8.6,False
292,17,35,8.6,False
284,17,35,8.6,False
279,17,35,8.6,False
271,17,35,8.61,False
266,17,35,8.61,False
259,17,35,8.61,False
252,17,35,8.61,False
246,17,35,8.61,False
240,17,35,8.61,False
234,17,35,8.61,False
228,17,35,8.61,False
222,17,35,8.61,False
215,17,35,8.61,False
210,17,35,8.62,False
203,17,35,8.62,False
196,17,35,8.62,False
190,17,35,8.62,False
190,17,35,8.62,True
525,17,35,8.66,False
519,17,35,8.66,False
512,17,35,8.66,False
506,17,35,8.66,False
499,17,35,8.66,False
493,17,35,8.67,False
487,17,35,8.67,False
481,17,35,8.67,False
474,17,35,8.67,False
467,17,35,8.67,False
461,17,35,8.67,False
454,17,35,8.67,False
449,17,35,8.67,False
441,17,35,8.67,False
436,17,35,8.67,False
428,17,35,8.68,False
423,17,35,8.68,False
415,17,35,8.68,False
409,17,35,8.68,False
402,17,35,8.68,False
396,17,35,8.68,False
389,17,35,8.68,False
383,17,35,8.68,False
376,17,35,8.68,False
370,17,35,8.68,False
362,17,35,8.69,False
357,17,35,8.69,False
349,17,35,8.69,False
343,17,35,8.69,False
338,17,35,8.69,False
330,17,35,8.69,False
324,17,35,8.69,False
317,17,35,8.69,False
311,17,35,8.69,False
305,17,35,8.69,False
298,17,35,8.7,False
293,17,35,8.7,False
286,17,35,8.7,False
280,17,35,8.7,False
273,17,35,8.7,False
267,17,35,8.7,False
260,17,35,8.7,False
254,17,35,8.7,False
248,17,35,8.7,False
241,17,35,8.7,False
234,17,35,8.71,False
228,17,35,8.71,False
221,17,35,8.71,False
216,17,35,8.71,False
208,17,35,8.71,False
208,17,35,8.71,True
539,17,35,8.75,False
532,17,35,8.75,False
526,17,35,8.75,False
519,17,35,8.76,False
513,17,35,8.76,False
507,17,35,8.76,False
500,17,35,8.76,False
494,17,35,8.76,False
489,17,35,8.76,False
481,17,35,8.76,False
476,17,35,8.76,False
468,17,35,8.76,False
462,17,35,8.76,False
456,17,35,8.77,False
449,17,35,8.77,False
442,17,35,8.77,False
436,17,35,8.77,False
429,17,35,8.77,False
423,17,35,8.77,False
416,17,35,8.77,False
410,17,35,8.77,False
403,17,35,8.77,False
396,17,35,8.77,False
391,17,35,8.78,False
383,17,35,8.78,False
377,17,35,8.78,False
370,17,35,8.78,False
364,17,35,8.78,False
358,17,35,8.78,False
350,17,35,8.78,False
344,17,35,8.78,False
337,17,35,8.78,False
331,17,35,8.78,False
324,17,35,8.79,False
317,17,35,8.79,False
311,17,35,8.79,False
305,17,35,8.79,False
298,17,35,8.79,False
292,17,35,8.79,False
285,17,35,8.79,False
279,17,35,8.79,False
272,17,35,8.79,False
265,17,35,8.79,False
259,17,35,8.8,False
252,17,35,8.8,False
246,17,35,8.8,False
240,17,35,8.8,False
234,17,35,8.8,False
227,17,35,8.8,False
221,17,35,8.8,False
215,17,35,8.8,False
215,17,35,8.8,True
537,17,35,8.85,False
530,17,35,8.85,False
523,17,35,8.85,False
518,17,35,8.85,False
510,17,35,8.85,False
505,17,35,8.85,False
497,17,35,8.85,False
491,17,35,8.85,False
484,17,35,8.85,False
478,17,35,8.85,False
470,17,35,8.86,False
465,17,35,8.86,False
459,17,35,8.86,False
451,17,35,8.86,False
444,17,35,8.86,False
438,17,35,8.86,False
432,17,35,8.86,False
425,17,35,8.86,False
419,17,35,8.86,False
412,17,35,8.86,False
405,17,35,8.87,False
398,17,35,8.87,False
392,17,35,8.87,False
385,17,35,8.87,False
379,17,35,8.87,False
372,17,35,8.87,False
365,17,35,8.87,False
359,17,35,8.87,False
352,17,35,8.87,False
345,17,35,8.87,False
338,17,35,8.88,False
331,17,35,8.88,False
324,17,35,8.88,False
318,17,35,8.88,False
310,17,35,8.88,False
304,17,35,8.88,False
298,17,35,8.88,False
291,17,35,8.88,False
284,17,35,8.88,False
278,17,35,8.88,False
271,17,35,8.89,False
265,17,35,8.89,False
258,17,35,8.89,False
252,17,35,8.89,False
244,17,35,8.89,False
238,17,35,8.89,False
232,17,35,8.89,False
225,17,35,8.89,False
218,17,35,8.89,False
211,17,35,8.89,False
204,17,35,8.9,False
198,17,35,8.9,False
192,17,35,8.9,False
192,17,35,8.9,True
523,17,35,8.94,False
517,17,35,8.94,False
511,17,35,8.94,False
504,17,35,8.94,False
498,17,35,8.94,False
490,17,35,8.94,False
483,17,35,8.95,False
477,17,35,8.95,False
469,17,35,8.95,False
463,17,35,8.95,False
456,17,35,8.95,False
449,17,35,8.95,False
443,17,35,8.95,False
437,17,35,8.95,False
429,17,35,8.95,False
423,17,35,8.95,False
417,17,35,8.96,False
409,17,35,8.96,False
403,17,35,8.96,False
397,17,35,8.96,False
390,17,35,8.96,False
384,17,35,8.96,False
377,17,35,8.96,False
370,17,35,8.96,False
363,17,35,8.96,False
357,17,35,8.96,False
351,17,35,8.97,False
344,17,35,8.97,False
338,17,35,8.97,False
332,17,35,8.97,False
324,17,35,8.97,False
319,17,35,8.97,False
312,17,35,8.97,False
305,17,35,8.97,False
298,17,35,8.97,False
291,17,35,8.97,False
285,17,35,8.98,False
278,17,35,8.98,False
272,17,35,8.98,False
266,17,35,8.98,False
259,17,35,8.98,False
252,17,35,8.98,False
245,17,35,8.98,False
239,17,35,8.98,False
232,17,35,8.98,False
225,17,35,8.98,False
218,17,35,8.99,False
212,17,35,8.99,False
212,17,35,8.99,True
528,17,35,9.03,False
522,17,35,9.03,False
515,17,35,9.03,False
509,17,35,9.03,False
503,17,35,9.03,False
495,17,35,9.03,False
488,17,35,9.04,False
481,17,35,9.04,False
475,17,35,9.04,False
468,17,35,9.04,False
461,17,35,9.04,False
455,17,35,9.04,False
448,17,35,9.04,False
442,17,35,9.04,False
435,17,35,9.04,False
428,17,35,9.04,False
422,17,35,9.05,False
415,17,35,9.05,False
408,17,35,9.05,False
401,17,35,9.05,False
394,17,35,9.05,False
387,17,35,9.05,False
380,17,35,9.05,False
374,17,35,9.05,False
367,17,35,9.05,False
360,17,35,9.05,False
354,17,35,9.06,False
347,17,35,9.06,False
341,17,35,9.06,False
334,17,35,9.06,False
328,17,35,9.06,False
321,17,35,9.06,False
314,17,35,9.06,False
308,17,35,9.06,False
301,17,35,9.06,False
294,17,35,9.06,False
287,17,35,9.07,False
280,17,35,9.07,False
273,17,35,9.07,False
266,17,35,9.07,False
259,17,35,9.07,False
253,17,35,9.07,False
246,17,35,9.07,False
239,17,35,9.07,False
233,17,35,9.07,False
225,17,35,9.07,False
219,17,35,9.08,False
213,17,35,9.08,False
207,17,35,9.08,False
199,17,35,9.08,False
193,17,35,9.08,False
186,17,35,9.08,False
179,17,35,9.08,False
179,17,35,9.08,True
510,17,35,9.12,False
504,17,35,9.12,False
497,17,35,9.12,False
490,17,35,9.13,False
483,17,35,9.13,False
476,17,35,9.13,False
469,17,35,9.13,False
463,17,35,9.13,False
455,17,35,9.13,False
449,17,35,9.13,False
442,17,35,9.13,False
435,17,35,9.13,False
428,17,35,9.13,False
421,17,35,9.14,False
415,17,35,9.14,False
408,17,35,9.14,False
401,17,35,9.14,False
394,17,35,9.14,False
387,17,35,9.14,False
381,17,35,9.14,False
374,17,35,9.14,False
367,17,35,9.14,False
360,17,35,9.14,False
353,17,35,9.15,False
347,17,35,9.15,False
341,17,35,9.15,False
333,17,35,9.15,False
327,17,35,9.15,False
319,17,35,9.15,False
312,17,35,9.15,False
305,17,35,9.15,False
299,17,35,9.15,False
292,17,35,9.15,False
284,17,35,9.16,False
278,17,35,9.16,False
271,17,35,9.16,False
265,17,35,9.16,False
257,17,35,9.16,False
251,17,35,9.16,False
245,17,35,9.16,False
238,17,35,9.16,False
231,17,35,9.16,False
225,17,35,9.16,False
225,17,35,9.17,True
563,17,35,9.21,False
555,17,35,9.21,False
548,17,35,9.21,False
541,17,35,9.21,False
534,17,35,9.21,False
528,17,35,9.21,False
520,17,35,9.21,False
514,17,35,9.21,False
507,17,35,9.21,False
500,17,35,9.22,False
493,17,35,9.22,False
486,17,35,9.22,False
480,17,35,9.22,False
473,17,35,9.22,False
465,17,35,9.22,False
458,17,35,9.22,False
451,17,35,9.22,False
444,17,35,9.22,False
437,17,35,9.22,False
430,17,35,9.23,False
424,17,35,9.23,False
417,17,35,9.23,False
409,17,35,9.23,False
404,17,35,9.23,False
395,17,35,9.23,False
389,17,35,9.23,False
382,17,35,9.23,False
375,17,35,9.23,False
368,17,35,9.23,False
361,17,35,9.24,False
355,17,35,9.24,False
347,17,35,9.24,False
340,17,35,9.24,False
333,17,35,9.24,False
327,17,35,9.24,False
320,17,35,9.24,False
313,17,35,9.24,False
306,17,35,9.24,False
299,17,35,9.24,False
292,17,35,9.25,False
285,17,35,9.25,False
278,17,35,9.25,False
271,17,35,9.25,False
265,17,35,9.25,False
258,17,35,9.25,False
252,17,35,9.25,False
244,17,35,9.25,False
239,17,35,9.25,False
230,17,35,9.25,False
224,17,35,9.26,False
218,17,35,9.26,False
211,17,35,9.26,False
204,17,35,9.26,False
204,17,35,9.26,True
515,17,35,9.3,False
508,17,35,9.3,False
501,17,35,9.3,False
494,17,35,9.3,False
487,17,35,9.3,False
480,17,35,9.31,False
474,17,35,9.31,False
466,17,35,9.31,False
459,17,35,9.31,False
452,17,35,9.31,False
444,17,35,9.31,False
439,17,35,9.31,False
431,17,35,9.31,False
424,17,35,9.31,False
417,17,35,9.31,False
410,17,35,9.32,False
403,17,35,9.32,False
397,17,35,9.32,False
390,17,35,9.32,False
383,17,35,9.32,False
375,17,35,9.32,False
368,17,35,9.32,False
361,17,35,9.32,False
354,17,35,9.32,False
347,17,35,9.32,False
339,17,35,9.33,False
333,17,35,9.33,False
326,17,35,9.33,False
319,17,35,9.33,False
312,17,35,9.33,False
305,17,35,9.33,False
298,17,35,9.33,False
292,17,35,9.33,False
284,17,35,9.33,False
278,17,35,9.33,False
270,17,35,9.34,False
263,17,35,9.34,False
257,17,35,9.34,False
250,17,35,9.34,False
242,17,35,9.34,False
235,17,35,9.34,False
228,17,35,9.34,False
222,17,35,9.34,False
214,17,35,9.34,False
207,17,35,9.34,False
200,17,35,9.35,False
193,17,35,9.35,False
186,17,35,9.35,False
179,17,35,9.35,False
172,17,35,9.35,False
165,17,35,9.35,False
158,17,35,9.35,False
150,17,35,9.35,False
144,17,35,9.35,False
144,17,35,9.35,True
472,17,35,9.39,False
465,17,35,9.39,False
458,17,35,9.4,False
450,17,35,9.4,False
444,17,35,9.4,False
436,17,35,9.4,False
429,17,35,9.4,False
422,17,35,9.4,False
414,17,35,9.4,False
407,17,35,9.4,False
400,17,35,9.4,False
394,17,35,9.4,False
386,17,35,9.41,False
380,17,35,9.41,False
372,17,35,9.41,False
365,17,35,9.41,False
358,17,35,9.41,False
351,17,35,9.41,False
344,17,35,9.41,False
337,17,35,9.41,False
329,17,35,9.41,False
322,17,35,9.41,False
315,17,35,9.42,False
308,17,35,9.42,False
301,17,35,9.42,False
294,17,35,9.42,False
287,17,35,9.42,False
280,17,35,9.42,False
273,17,35,9.42,False
266,17,35,9.42,False
259,17,35,9.42,False
253,17,35,9.42,False
245,17,35,9.43,False
238,17,35,9.43,False
231,17,35,9.43,False
224,17,35,9.43,False
224,17,35,9.43,True
159,17,35,9.47,False
152,17,35,9.47,False
145,17,35,9.47,False
138,17,35,9.47,False
131,17,35,9.48,False
124,17,35,9.48,False
124,17,35,9.48,True
115,17,35,9.52,False
115,17,35,9.52,True
93,17,35,9.56,False
85,17,35,9.56,False
78,17,35,9.56,False
71,17,35,9.56,False
64,17,35,9.56,False
56,17,35,9.57,False
49,17,35,9.57,False
577,17,35,6.23,False
572,17,35,6.23,False
568,17,35,6.23,False
564,17,35,6.23,False
559,17,35,6.24,False
554,17,35,6.24,False
549,17,35,6.24,False
545,17,35,6.24,False
540,17,35,6.24,False
535,17,35,6.24,False
531,17,35,6.24,False
526,17,35,6.24,False
521,17,35,6.24,False
517,17,35,6.24,False
513,17,35,6.25,False
508,17,35,6.25,False
504,17,35,6.25,False
500,17,35,6.25,False
495,17,35,6.25,False
491,17,35,6.25,False
486,17,35,6.25,False
482,17,35,6.25,False
477,17,35,6.25,False
472,17,35,6.25,False
468,17,35,6.26,False
464,17,35,6.26,False
459,17,35,6.26,False
455,17,35,6.26,False
450,17,35,6.26,False
445,17,35,6.26,False
440,17,35,6.26,False
436,17,35,6.26,False
431,17,35,6.26,False
427,17,35,6.26,False
422,17,35,6.27,False
417,17,35,6.27,False
412,17,35,6.27,False
408,17,35,6.27,False
402,17,35,6.27,False
398,17,35,6.27,False
394,17,35,6.27,False
389,17,35,6.27,False
385,17,35,6.27,False
381,17,35,6.27,False
376,17,35,6.28,False
372,17,35,6.28,False
367,17,35,6.28,False
363,17,35,6.28,False
358,17,35,6.28,False
354,17,35,6.28,False
349,17,35,6.28,False
345,17,35,6.28,False
340,17,35,6.28,False
335,17,35,6.28,False
330,17,35,6.29,False
326,17,35,6.29,False
322,17,35,6.29,False
317,17,35,6.29,False
313,17,35,6.29,False
308,17,35,6.29,False
303,17,35,6.29,False
299,17,35,6.29,False
295,17,35,6.29,False
290,17,35,6.29,False
285,17,35,6.3,False
280,17,35,6.3,False
276,17,35,6.3,False
270,17,35,6.3,False
266,17,35,6.3,False
261,17,35,6.3,False
257,17,35,6.3,False
252,17,35,6.3,False
248,17,35,6.3,False
243,17,35,6.3,False
239,17,35,6.31,False
234,17,35,6.31,False
230,17,35,6.31,False
226,17,35,6.31,False
221,17,35,6.31,False
217,17,35,6.31,False
213,17,35,6.31,False
208,17,35,6.31,False
203,17,35,6.31,False
199,17,35,6.31,False
194,17,35,6.32,False
190,17,35,6.32,False
185,17,35,6.32,False
181,17,35,6.32,False
176,17,35,6.32,False
172,17,35,6.32,False
167,17,35,6.32,False
162,17,35,6.32,False
158,17,35,6.32,False
153,17,35,6.32,False
148,17,35,6.33,False
144,17,35,6.33,False
140,17,35,6.33,False
140,17,35,6.33,True
550,17,35,6.37,False
545,17,35,6.37,False
541,17,35,6.37,False
536,17,35,6.37,False
532,17,35,6.37,False
527,17,35,6.38,False
523,17,35,6.38,False
518,17,35,6.38,False
513,17,35,6.38,False
509,17,35,6.38,False
504,17,35,6.38,False
500,17,35,6.38,False
495,17,35,6.38,False
490,17,35,6.38,False
486,17,35,6.38,False
481,17,35,6.39,False
477,17,35,6.39,False
472,17,35,6.39,False
467,17,35,6.39,False
463,17,35,6.39,False
458,17,35,6.39,False
453,17,35,6.39,False
448,17,35,6.39,False
443,17,35,6.39,False
439,17,35,6.39,False
433,17,35,6.4,False
429,17,35,6.4,False
425,17,35,6.4,False
420,17,35,6.4,False
416,17,35,6.4,False
411,17,35,6.4,False
407,17,35,6.4,False
402,17,35,6.4,False
398,17,35,6.4,False
393,17,35,6.4,False
