,distance_to_obstacle,obstacle_width,obstacle_height,game_speed,action
758,112,17,35,6.995000000000332,False
759,106,17,35,6.996000000000333,False
760,99,17,35,6.997000000000333,False
761,92,17,35,6.998000000000333,False
762,86,17,35,6.999000000000334,False
763,80,17,35,7.000000000000334,False
764,74,17,35,7.001000000000334,True
765,67,17,35,7.002000000000335,True
766,61,17,35,7.003000000000335,True
767,55,17,35,7.004000000000335,True
768,48,17,35,7.005000000000336,True
769,41,17,35,7.006000000000336,True
770,35,17,35,7.007000000000336,True
771,28,17,35,7.008000000000337,True
772,22,17,35,7.009000000000337,True
773,16,17,35,7.010000000000337,True
774,8,17,35,7.011000000000338,True
775,2,17,35,7.012000000000338,True
776,-4,17,35,7.013000000000338,True
777,-11,17,35,7.014000000000339,True
778,-17,17,35,7.015000000000339,True
779,-24,17,35,7.016000000000339,True
780,-29,17,35,7.01700000000034,True
781,-37,17,35,7.01800000000034,True
782,-43,17,35,7.01900000000034,True
783,-50,17,35,7.020000000000341,True
784,-57,17,35,7.021000000000341,True
785,-64,17,35,7.022000000000341,True
786,-70,17,35,7.023000000000342,True
787,384,17,35,7.024000000000342,True
788,378,17,35,7.025000000000342,True
789,371,17,35,7.026000000000343,True
790,365,17,35,7.027000000000343,True
791,359,17,35,7.028000000000343,True
792,352,17,35,7.029000000000344,True
793,345,17,35,7.030000000000344,True
794,339,17,35,7.031000000000344,True
795,333,17,35,7.032000000000345,True
796,327,17,35,7.033000000000345,True
797,320,17,35,7.034000000000345,False
798,315,17,35,7.035000000000346,False
799,307,17,35,7.036000000000346,False
800,301,17,35,7.037000000000346,False
801,294,17,35,7.038000000000347,False
802,288,17,35,7.039000000000347,False
803,282,17,35,7.040000000000347,False
804,274,17,35,7.041000000000348,False
805,268,17,35,7.042000000000348,False
806,261,17,35,7.043000000000348,False
807,254,17,35,7.044000000000349,False
808,248,17,35,7.045000000000349,False
809,241,17,35,7.046000000000349,False
810,235,17,35,7.04700000000035,False
811,229,17,35,7.04800000000035,False
812,223,17,35,7.04900000000035,False
813,216,17,35,7.050000000000351,False
814,209,17,35,7.051000000000351,False
815,204,17,35,7.052000000000351,False
816,196,17,35,7.053000000000352,False
817,189,17,35,7.054000000000352,False
818,183,17,35,7.055000000000352,False
819,177,17,35,7.056000000000353,False
820,170,17,35,7.057000000000353,False
821,164,17,35,7.058000000000353,False
822,157,17,35,7.059000000000354,False
823,151,17,35,7.060000000000354,False
824,144,17,35,7.061000000000354,False
825,137,17,35,7.062000000000355,False
826,131,17,35,7.063000000000355,False
827,124,17,35,7.064000000000355,False
828,118,17,35,7.065000000000356,False
829,112,17,35,7.066000000000356,False
830,104,17,35,7.067000000000356,False
831,99,17,35,7.068000000000357,False
832,92,17,35,7.069000000000357,False
833,87,17,35,7.070000000000357,False
834,79,17,35,7.071000000000358,False
835,74,17,35,7.072000000000358,True
836,67,17,35,7.073000000000358,True
837,61,17,35,7.074000000000359,True
838,53,17,35,7.075000000000359,True
839,47,17,35,7.076000000000359,True
840,40,17,35,7.07700000000036,True
841,34,17,35,7.07800000000036,True
842,27,17,35,7.07900000000036,True
843,20,17,35,7.080000000000361,True
844,13,17,35,7.081000000000361,True
845,7,17,35,7.082000000000361,True
846,0,17,35,7.083000000000362,True
847,-8,17,35,7.084000000000362,True
848,-13,17,35,7.085000000000362,True
849,-21,17,35,7.086000000000363,True
850,-27,17,35,7.087000000000363,True
851,-33,17,35,7.088000000000363,True
852,-40,17,35,7.089000000000364,True
853,-47,17,35,7.090000000000364,True
854,-53,17,35,7.091000000000364,True
855,-60,17,35,7.092000000000365,True
856,-67,17,35,7.093000000000365,True
857,504,25,50,7.095000000000366,True
858,496,25,50,7.096000000000366,True
859,491,25,50,7.097000000000366,True
860,483,25,50,7.098000000000367,True
861,477,25,50,7.099000000000367,True
862,470,25,50,7.100000000000367,True
863,464,25,50,7.101000000000368,True
864,457,25,50,7.102000000000368,True
865,451,25,50,7.103000000000368,True
866,444,25,50,7.104000000000369,True
867,437,25,50,7.105000000000369,True
868,430,25,50,7.106000000000369,False
869,424,25,50,7.10700000000037,False
870,417,25,50,7.10800000000037,False
871,411,25,50,7.10900000000037,False
872,405,25,50,7.110000000000371,False
873,398,25,50,7.111000000000371,False
874,392,25,50,7.112000000000371,False
875,386,25,50,7.113000000000372,False
876,379,25,50,7.114000000000372,False
877,373,25,50,7.115000000000372,False
878,367,25,50,7.116000000000373,False
879,360,25,50,7.117000000000373,False
880,354,25,50,7.118000000000373,False
881,348,25,50,7.119000000000374,False
882,340,25,50,7.120000000000374,False
883,334,25,50,7.121000000000374,False
884,327,25,50,7.122000000000375,False
885,320,25,50,7.123000000000375,False
886,314,25,50,7.124000000000375,False
887,307,25,50,7.125000000000376,False
888,300,25,50,7.126000000000376,False
889,293,25,50,7.127000000000376,False
890,288,25,50,7.128000000000377,False
891,280,25,50,7.129000000000377,False
892,274,25,50,7.130000000000377,False
893,266,25,50,7.131000000000378,False
894,260,25,50,7.132000000000378,False
895,253,25,50,7.133000000000378,False
896,247,25,50,7.134000000000379,False
897,241,25,50,7.135000000000379,False
898,234,25,50,7.136000000000379,False
899,227,25,50,7.13700000000038,False
900,220,25,50,7.13800000000038,False
901,215,25,50,7.13900000000038,False
902,207,25,50,7.140000000000381,False
903,201,25,50,7.141000000000381,False
904,194,25,50,7.142000000000381,False
905,188,25,50,7.143000000000382,False
906,181,25,50,7.144000000000382,False
907,174,25,50,7.145000000000382,False
908,168,25,50,7.146000000000383,False
909,161,25,50,7.147000000000383,False
910,154,25,50,7.148000000000383,False
911,147,25,50,7.149000000000384,False
912,140,25,50,7.150000000000384,False
913,133,25,50,7.151000000000384,False
914,127,25,50,7.152000000000385,False
915,121,25,50,7.153000000000385,False
916,114,25,50,7.154000000000385,False
917,109,25,50,7.155000000000386,False
918,101,25,50,7.156000000000386,False
919,95,25,50,7.157000000000386,False
920,88,25,50,7.158000000000387,True
921,81,25,50,7.159000000000387,True
922,75,25,50,7.160000000000387,True
923,68,25,50,7.161000000000388,True
924,63,25,50,7.162000000000388,True
925,55,25,50,7.163000000000388,True
926,49,25,50,7.164000000000389,True
927,42,25,50,7.165000000000389,True
928,35,25,50,7.166000000000389,True
929,28,25,50,7.16700000000039,True
930,22,25,50,7.16800000000039,True
931,14,25,50,7.16900000000039,True
932,8,25,50,7.170000000000391,True
933,2,25,50,7.171000000000391,True
934,-6,25,50,7.172000000000391,True
935,-13,25,50,7.173000000000392,True
936,-20,25,50,7.174000000000392,True
937,-26,25,50,7.175000000000392,True
938,-33,25,50,7.176000000000393,True
939,-39,25,50,7.177000000000393,True
940,-47,25,50,7.178000000000393,True
941,-52,25,50,7.179000000000394,True
942,-60,25,50,7.180000000000394,True
943,-66,25,50,7.181000000000394,True
944,-72,25,50,7.182000000000395,True
945,-80,25,50,7.183000000000395,True
946,-86,25,50,7.184000000000395,True
947,-94,25,50,7.185000000000396,True
948,504,25,50,7.186000000000396,True
949,497,25,50,7.187000000000396,True
950,491,25,50,7.188000000000397,True
951,483,25,50,7.189000000000397,True
952,477,25,50,7.190000000000397,True
953,470,25,50,7.191000000000398,True
954,464,25,50,7.192000000000398,False
955,457,25,50,7.193000000000398,False
956,451,25,50,7.194000000000399,False
957,445,25,50,7.195000000000399,False
958,437,25,50,7.196000000000399,False
959,430,25,50,7.1970000000004,False
960,424,25,50,7.1980000000004,False
961,417,25,50,7.1990000000004,False
962,409,25,50,7.200000000000401,False
963,403,25,50,7.201000000000401,False
964,397,25,50,7.202000000000401,False
965,389,25,50,7.203000000000402,False
966,383,25,50,7.204000000000402,False
967,377,25,50,7.205000000000402,False
968,369,25,50,7.206000000000403,False
969,363,25,50,7.207000000000403,False
970,356,25,50,7.208000000000403,False
971,349,25,50,7.209000000000404,False
972,343,25,50,7.210000000000404,False
973,335,25,50,7.211000000000404,False
974,329,25,50,7.212000000000405,False
975,322,25,50,7.213000000000405,False
976,315,25,50,7.214000000000405,False
977,309,25,50,7.215000000000406,False
978,302,25,50,7.216000000000406,False
979,295,25,50,7.217000000000406,False
980,289,25,50,7.218000000000407,False
981,283,25,50,7.219000000000407,False
982,275,25,50,7.220000000000407,False
983,268,25,50,7.221000000000408,False
984,261,25,50,7.222000000000408,False
985,254,25,50,7.223000000000408,False
986,248,25,50,7.224000000000409,False
987,241,25,50,7.225000000000409,False
988,235,25,50,7.226000000000409,False
989,228,25,50,7.22700000000041,False
990,222,25,50,7.22800000000041,False
991,215,25,50,7.22900000000041,False
992,208,25,50,7.230000000000411,False
993,201,25,50,7.231000000000411,False
994,194,25,50,7.232000000000411,False
995,188,25,50,7.233000000000412,False
996,180,25,50,7.234000000000412,False
997,175,25,50,7.235000000000412,False
998,167,25,50,7.236000000000413,False
999,160,25,50,7.237000000000413,False
1000,153,25,50,7.238000000000413,False
1001,147,25,50,7.239000000000414,False
1002,140,25,50,7.240000000000414,False
1003,134,25,50,7.241000000000414,False
1004,127,25,50,7.242000000000415,False
1005,119,25,50,7.243000000000415,True
1006,113,25,50,7.244000000000415,True
1007,105,25,50,7.245000000000416,True
1008,99,25,50,7.246000000000416,True
1009,91,25,50,7.247000000000416,True
1010,86,25,50,7.248000000000417,True
1011,79,25,50,7.249000000000417,True
1012,72,25,50,7.250000000000417,True
1013,65,25,50,7.251000000000418,True
1014,59,25,50,7.252000000000418,True
1015,52,25,50,7.2530000000004184,True
1016,45,25,50,7.254000000000419,True
1017,38,25,50,7.255000000000419,True
1018,32,25,50,7.2560000000004194,True
1019,25,25,50,7.25700000000042,True
1020,20,25,50,7.25800000000042,True
1021,12,25,50,7.2590000000004204,True
1022,5,25,50,7.260000000000421,True
1023,-2,25,50,7.261000000000421,True
1024,-8,25,50,7.2620000000004215,True
1025,-15,25,50,7.263000000000422,True
1026,-21,25,50,7.264000000000422,True
1027,-28,25,50,7.2650000000004225,True
1028,-36,25,50,7.266000000000423,True
1029,-41,25,50,7.267000000000423,True
1030,-49,25,50,7.2680000000004235,True
1031,-55,25,50,7.269000000000424,True
1032,-62,25,50,7.270000000000424,True
1033,-68,25,50,7.2710000000004245,True
1034,-74,25,50,7.272000000000425,True
1035,-81,25,50,7.273000000000425,True
1036,-87,25,50,7.2740000000004255,True
1037,-95,25,50,7.275000000000426,True
1038,528,17,35,7.276000000000426,True
1039,521,17,35,7.2770000000004265,False
1040,515,17,35,7.278000000000427,False
1041,508,17,35,7.279000000000427,False
1042,502,17,35,7.2800000000004275,False
1043,494,17,35,7.281000000000428,False
1044,488,17,35,7.282000000000428,False
1045,482,17,35,7.2830000000004285,False
1046,472,17,35,7.284000000000429,False
1047,468,17,35,7.285000000000429,False
1048,460,17,35,7.2860000000004295,False
1049,454,17,35,7.28700000000043,False
1050,448,17,35,7.28800000000043,False
1051,442,17,35,7.2890000000004305,False
1052,435,17,35,7.290000000000431,False
1053,427,17,35,7.291000000000431,False
1054,420,17,35,7.2920000000004315,False
1055,414,17,35,7.293000000000432,False
1056,407,17,35,7.294000000000432,False
1057,400,17,35,7.2950000000004325,False
1058,393,17,35,7.296000000000433,False
1059,387,17,35,7.297000000000433,False
1060,380,17,35,7.2980000000004335,False
1061,372,17,35,7.299000000000434,False
1062,367,17,35,7.300000000000434,False
1063,359,17,35,7.3010000000004345,False
1064,352,17,35,7.302000000000435,False
1065,345,17,35,7.303000000000435,False
1066,339,17,35,7.3040000000004355,False
1067,332,17,35,7.305000000000436,False
1068,326,17,35,7.306000000000436,False
1069,319,17,35,7.3070000000004365,False
1070,312,17,35,7.308000000000437,False
1071,306,17,35,7.309000000000437,False
1072,298,17,35,7.3100000000004375,False
1073,292,17,35,7.311000000000438,False
1074,285,17,35,7.312000000000438,False
1075,278,17,35,7.3130000000004385,False
1076,272,17,35,7.314000000000439,False
1077,265,17,35,7.315000000000439,False
1078,259,17,35,7.3160000000004395,False
1079,252,17,35,7.31700000000044,False
1080,246,17,35,7.31800000000044,False
1081,239,17,35,7.3190000000004405,False
1082,231,17,35,7.320000000000441,False
1083,224,17,35,7.321000000000441,False
1084,217,17,35,7.3220000000004415,False
1085,211,17,35,7.323000000000442,False
1086,203,17,35,7.324000000000442,False
1087,196,17,35,7.3250000000004425,False
1088,190,17,35,7.326000000000443,False
1089,183,17,35,7.327000000000443,False
1090,175,17,35,7.3280000000004435,False
1091,168,17,35,7.329000000000444,False
1092,161,17,35,7.330000000000444,False
1093,154,17,35,7.3310000000004445,False
1094,148,17,35,7.332000000000445,False
1095,141,17,35,7.333000000000445,False
1096,134,17,35,7.3340000000004455,False
1097,127,17,35,7.335000000000446,False
1098,120,17,35,7.336000000000446,False
1099,114,17,35,7.3370000000004465,False
1100,107,17,35,7.338000000000447,False
1101,99,17,35,7.339000000000447,False
1102,93,17,35,7.3400000000004475,False
1103,86,17,35,7.341000000000448,True
1104,79,17,35,7.342000000000448,True
1105,73,17,35,7.3430000000004485,True
1106,65,17,35,7.344000000000449,True
1107,59,17,35,7.345000000000449,True
1108,53,17,35,7.3460000000004495,True
1109,45,17,35,7.34700000000045,True
1110,39,17,35,7.34800000000045,True
1111,32,17,35,7.3490000000004505,True
1112,25,17,35,7.350000000000451,True
1113,18,17,35,7.351000000000451,True
1114,11,17,35,7.3520000000004515,True
1115,5,17,35,7.353000000000452,True
1116,-2,17,35,7.354000000000452,True
1117,-10,17,35,7.3550000000004525,True
1118,-16,17,35,7.356000000000453,True
1119,-23,17,35,7.357000000000453,True
1120,-30,17,35,7.3580000000004535,True
1121,-37,17,35,7.359000000000454,True
1122,-44,17,35,7.360000000000454,True
1123,-50,17,35,7.3610000000004545,True
1124,-58,17,35,7.362000000000455,True
1125,-65,17,35,7.363000000000455,True
1126,545,17,35,7.365000000000456,True
1127,538,17,35,7.366000000000456,True
1128,531,17,35,7.3670000000004565,True
1129,524,17,35,7.368000000000457,True
1130,517,17,35,7.369000000000457,True
1131,511,17,35,7.3700000000004575,True
1132,504,17,35,7.371000000000458,True
1133,496,17,35,7.372000000000458,True
1134,489,17,35,7.3730000000004585,True
1135,482,17,35,7.374000000000459,False
1136,476,17,35,7.375000000000459,False
1137,468,17,35,7.3760000000004595,False
1138,462,17,35,7.37700000000046,False
1139,454,17,35,7.37800000000046,False
1140,447,17,35,7.3790000000004605,False
1141,440,17,35,7.380000000000461,False
1142,433,17,35,7.381000000000461,False
1143,426,17,35,7.3820000000004615,False
1144,419,17,35,7.383000000000462,False
1145,412,17,35,7.384000000000462,False
1146,406,17,35,7.3850000000004625,False
1147,398,17,35,7.386000000000463,False
1148,392,17,35,7.387000000000463,False
1149,385,17,35,7.3880000000004635,False
1150,377,17,35,7.389000000000464,False
1151,370,17,35,7.390000000000464,False
1152,363,17,35,7.3910000000004645,False
1153,356,17,35,7.392000000000465,False
1154,349,17,35,7.393000000000465,False
1155,343,17,35,7.3940000000004655,False
1156,335,17,35,7.395000000000466,False
1157,329,17,35,7.396000000000466,False
1158,321,17,35,7.3970000000004665,False
1159,314,17,35,7.398000000000467,False
1160,307,17,35,7.399000000000467,False
1161,300,17,35,7.4000000000004675,False
1162,293,17,35,7.401000000000468,False
1163,285,17,35,7.402000000000468,False
1164,279,17,35,7.4030000000004685,False
1165,273,17,35,7.404000000000469,False
1166,265,17,35,7.405000000000469,False
1167,260,17,35,7.4060000000004695,False
1168,252,17,35,7.40700000000047,False
1169,245,17,35,7.40800000000047,False
1170,238,17,35,7.4090000000004705,False
1171,232,17,35,7.410000000000471,False
1172,224,17,35,7.411000000000471,False
1173,218,17,35,7.4120000000004715,False
1174,211,17,35,7.413000000000472,False
1175,204,17,35,7.414000000000472,False
1176,197,17,35,7.4150000000004725,False
1177,189,17,35,7.416000000000473,False
1178,182,17,35,7.417000000000473,False
1179,175,17,35,7.4180000000004735,False
1180,169,17,35,7.419000000000474,False
1181,161,17,35,7.420000000000474,False
1182,155,17,35,7.4210000000004746,False
1183,148,17,35,7.422000000000475,False
1184,141,17,35,7.423000000000475,False
1185,134,17,35,7.4240000000004756,False
1186,127,17,35,7.425000000000476,False
1187,120,17,35,7.426000000000476,False
1188,114,17,35,7.4270000000004766,False
1189,105,17,35,7.428000000000477,False
1190,100,17,35,7.429000000000477,True
1191,92,17,35,7.4300000000004776,True
1192,85,17,35,7.431000000000478,True
1193,78,17,35,7.432000000000478,True
1194,72,17,35,7.433000000000479,True
1195,65,17,35,7.434000000000479,True
1196,58,17,35,7.435000000000479,True
1197,49,17,35,7.43600000000048,True
1198,43,17,35,7.43700000000048,True
1199,35,17,35,7.43800000000048,True
1200,29,17,35,7.439000000000481,True
1201,23,17,35,7.440000000000481,True
1202,15,17,35,7.441000000000481,True
1203,8,17,35,7.442000000000482,True
1204,2,17,35,7.443000000000482,True
1205,-5,17,35,7.444000000000482,True
1206,-12,17,35,7.445000000000483,True
1207,-19,17,35,7.446000000000483,True
1208,-26,17,35,7.447000000000483,True
1209,-33,17,35,7.448000000000484,True
1210,-39,17,35,7.449000000000484,True
1211,-47,17,35,7.450000000000484,True
1212,-53,17,35,7.451000000000485,True
1213,417,17,35,7.452000000000485,True
1214,410,17,35,7.453000000000485,True
1215,403,17,35,7.454000000000486,True
1216,397,17,35,7.455000000000486,True
1217,389,17,35,7.456000000000486,True
1218,382,17,35,7.457000000000487,True
1219,376,17,35,7.458000000000487,True
1220,369,17,35,7.459000000000487,True
1221,361,17,35,7.460000000000488,True
1222,354,17,35,7.461000000000488,True
1223,347,17,35,7.462000000000488,True
1224,340,17,35,7.463000000000489,False
1225,333,17,35,7.464000000000489,False
1226,326,17,35,7.465000000000489,False
1227,319,17,35,7.46600000000049,False
1228,312,17,35,7.46700000000049,False
1229,305,17,35,7.46800000000049,False
1230,298,17,35,7.469000000000491,False
1231,291,17,35,7.470000000000491,False
1232,284,17,35,7.471000000000491,False
1233,277,17,35,7.472000000000492,False
1234,270,17,35,7.473000000000492,False
1235,264,17,35,7.474000000000492,False
1236,256,17,35,7.475000000000493,False
1237,249,17,35,7.476000000000493,False
1238,242,17,35,7.477000000000493,False
1239,234,17,35,7.478000000000494,False
1240,228,17,35,7.479000000000494,False
1241,220,17,35,7.480000000000494,False
1242,214,17,35,7.481000000000495,False
1243,206,17,35,7.482000000000495,False
1244,200,17,35,7.483000000000495,False
1245,192,17,35,7.484000000000496,False
1246,186,17,35,7.485000000000496,False
1247,179,17,35,7.486000000000496,False
1248,172,17,35,7.487000000000497,False
1249,165,17,35,7.488000000000497,False
1250,158,17,35,7.489000000000497,False
1251,152,17,35,7.490000000000498,False
1252,144,17,35,7.491000000000498,False
1253,138,17,35,7.492000000000498,False
1254,131,17,35,7.493000000000499,False
1255,124,17,35,7.494000000000499,False
1256,117,17,35,7.495000000000499,False
1257,109,17,35,7.4960000000005,False
1258,102,17,35,7.4970000000005,False
1259,94,17,35,7.4980000000005,True
1260,87,17,35,7.499000000000501,True
1261,80,17,35,7.500000000000501,True
1262,73,17,35,7.501000000000501,True
1263,66,17,35,7.502000000000502,True
1264,59,17,35,7.503000000000502,True
1265,52,17,35,7.504000000000502,True
1266,45,17,35,7.505000000000503,True
1267,39,17,35,7.506000000000503,True
1268,31,17,35,7.507000000000503,True
1269,24,17,35,7.508000000000504,True
1270,17,17,35,7.509000000000504,True
1271,9,17,35,7.510000000000504,True
1272,2,17,35,7.511000000000505,True
1273,-5,17,35,7.512000000000505,True
1274,-12,17,35,7.513000000000505,True
1275,-18,17,35,7.514000000000506,True
1276,-26,17,35,7.515000000000506,True
1277,-32,17,35,7.516000000000506,True
1278,151,25,50,7.517000000000507,True
1279,144,25,50,7.518000000000507,True
1280,138,25,50,7.519000000000507,True
1281,131,25,50,7.520000000000508,True
1282,124,25,50,7.521000000000508,True
1283,117,25,50,7.522000000000508,True
1284,110,25,50,7.523000000000509,True
1285,103,25,50,7.524000000000509,True
1286,96,25,50,7.525000000000509,True
1287,89,25,50,7.52600000000051,True
1288,82,25,50,7.52700000000051,True
1289,75,25,50,7.52800000000051,True
1290,68,25,50,7.529000000000511,True
1291,61,25,50,7.530000000000511,True
1292,55,25,50,7.531000000000511,True
1293,48,25,50,7.532000000000512,False
1294,40,25,50,7.533000000000512,False
1295,33,25,50,7.534000000000512,True
1296,26,25,50,7.535000000000513,True
